renset,learningRate,batchsize,,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50
original,0.1,16,val_accuracy,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045,0.226045
original,0.01,16,loss,0.348535,0.287992,0.287619,0.287623,0.287631,0.287626,0.287625,0.287626,0.287621,0.287629,0.287623,0.287622,0.287631,0.287626,0.287630,0.287625,0.287623,0.287620,0.287623,0.287637,0.287622,0.287630,0.287626,0.287621,0.287625,0.287622,0.287627,0.287623,0.287628,0.287624,0.287634,0.287622,0.287622,0.287626,0.287625,0.287625,0.287623,0.287625,0.287621,0.287636,0.287627,0.287623,0.287626,0.287630,0.287619,0.287620,0.287631,0.287626,0.287620,0.287629
original,0.01,16,accuracy,0.350257,0.357812,0.357812,0.357812,0.357812,0.357812,0.339855,0.348255,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.342875,0.351761,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.344449,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.344344,0.357812,0.357812,0.357812,0.357812,0.357812,0.357812,0.352154,0.357812,0.357812,0.349678
original,0.01,16,val_loss,0.330814,0.288880,0.288884,0.288876,0.288881,0.288885,0.288884,0.288874,0.288891,0.288886,0.288887,0.288883,0.288872,0.288876,0.288891,0.288881,0.288876,0.288879,0.288882,0.288877,0.288883,0.288880,0.288884,0.288880,0.288881,0.288875,0.288892,0.288897,0.288887,0.288895,0.288874,0.288878,0.288890,0.288896,0.288870,0.288877,0.288874,0.288878,0.288884,0.288914,0.288888,0.288889,0.288882,0.288886,0.288876,0.288883,0.288876,0.288889,0.288886,0.288908
original,0.01,16,val_accuracy,0.348872,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658,0.349658
original,0.001,16,loss,0.304346,0.287140,0.281214,0.279091,0.278847,0.278666,0.278493,0.278339,0.278093,0.277753,0.277518,0.277339,0.277061,0.276899,0.276741,0.276569,0.276389,0.276232,0.276013,0.275905,0.275651,0.275363,0.275158,0.274957,0.274876,0.274441,0.274122,0.273867,0.273511,0.273271,0.272875,0.272594,0.272439,0.272102,0.271991,0.271796,0.271360,0.271176,0.271005,0.270816,0.270619,0.270437,0.270191,0.270202,0.270015,0.269827,0.269654,0.269461,0.269390,0.269355
original,0.001,16,accuracy,0.322731,0.366941,0.391598,0.397498,0.400703,0.405737,0.408872,0.414368,0.418209,0.424920,0.429953,0.434905,0.439765,0.442357,0.445886,0.448211,0.451879,0.452134,0.455593,0.458520,0.461378,0.461783,0.463924,0.464410,0.463357,0.465671,0.465509,0.466608,0.467939,0.469154,0.472127,0.474418,0.473064,0.478537,0.478803,0.480064,0.484449,0.484288,0.489216,0.491727,0.493521,0.495314,0.498646,0.498299,0.500127,0.502684,0.501944,0.504663,0.507289,0.509025
original,0.001,16,val_loss,0.288979,0.288976,0.288174,0.282833,0.280962,0.280267,0.279845,0.279553,0.279186,0.278991,0.279019,0.278792,0.278595,0.278854,0.278583,0.278526,0.278561,0.278462,0.278651,0.278588,0.278296,0.278303,0.278260,0.278205,0.278208,0.278011,0.277829,0.277971,0.277796,0.277561,0.277432,0.277525,0.277239,0.277273,0.277037,0.277127,0.276966,0.276988,0.277035,0.277037,0.276777,0.277110,0.276866,0.276752,0.277207,0.276936,0.276717,0.276851,0.276976,0.276681
original,0.001,16,val_accuracy,0.349658,0.317564,0.349149,0.385914,0.389798,0.397151,0.400805,0.405383,0.411765,0.419118,0.416990,0.424528,0.428690,0.422632,0.428598,0.428413,0.429430,0.429430,0.431789,0.429846,0.434471,0.435673,0.436274,0.429245,0.433731,0.434332,0.433824,0.434980,0.435766,0.437939,0.434378,0.434748,0.435812,0.437107,0.438263,0.438263,0.439882,0.442564,0.437153,0.441176,0.444275,0.443720,0.441223,0.440020,0.435488,0.444367,0.441639,0.448437,0.437014,0.446726
original,0.0001,16,loss,0.378009,0.304851,0.287112,0.281466,0.280028,0.279520,0.279280,0.279102,0.278945,0.278882,0.278779,0.278699,0.278639,0.278574,0.278467,0.278428,0.278351,0.278263,0.278182,0.278091,0.278041,0.277964,0.277860,0.277812,0.277704,0.277615,0.277563,0.277454,0.277381,0.277320,0.277227,0.277122,0.277058,0.276969,0.276915,0.276820,0.276761,0.276646,0.276592,0.276474,0.276415,0.276313,0.276197,0.276161,0.276058,0.275983,0.275896,0.275810,0.275691,0.275667
original,0.0001,16,accuracy,0.267332,0.277086,0.296027,0.331501,0.366640,0.379703,0.386044,0.393981,0.396457,0.397128,0.400923,0.401872,0.403330,0.403191,0.405713,0.405737,0.405389,0.407368,0.407461,0.408305,0.407785,0.407773,0.409439,0.410504,0.411568,0.412910,0.414738,0.414403,0.414900,0.416370,0.416867,0.418233,0.419054,0.420234,0.421009,0.421530,0.423289,0.423080,0.425904,0.424804,0.425533,0.428125,0.429930,0.429768,0.431689,0.432256,0.431828,0.434975,0.436086,0.436976
original,0.0001,16,val_loss,0.304878,0.289269,0.289164,0.289123,0.289118,0.289073,0.288784,0.283239,0.280401,0.280110,0.279935,0.279779,0.279738,0.279699,0.279663,0.279615,0.279589,0.279546,0.279512,0.279489,0.279455,0.279413,0.279424,0.279385,0.279323,0.279321,0.279303,0.279302,0.279318,0.279272,0.279260,0.279317,0.279368,0.279250,0.279269,0.279262,0.279232,0.279201,0.279209,0.279219,0.279119,0.279139,0.279171,0.279079,0.279015,0.279158,0.279077,0.279041,0.279070,0.278959
original,0.0001,16,val_accuracy,0.284591,0.299205,0.348548,0.351924,0.353820,0.356548,0.361866,0.385683,0.388735,0.387440,0.389105,0.389428,0.390076,0.391648,0.391787,0.392758,0.393082,0.393359,0.391833,0.392804,0.392388,0.395856,0.395764,0.395255,0.396966,0.397475,0.397475,0.397244,0.395348,0.397383,0.398770,0.397151,0.398122,0.400065,0.398169,0.399001,0.400897,0.397845,0.397660,0.395856,0.398724,0.399464,0.401730,0.401498,0.405013,0.401360,0.403857,0.408250,0.406955,0.408528
original,1e-05,16,loss,0.429535,0.408773,0.399267,0.392691,0.387332,0.381823,0.376906,0.371538,0.365788,0.360794,0.355205,0.349819,0.343754,0.337562,0.331256,0.324272,0.317007,0.309718,0.303707,0.299249,0.296120,0.294032,0.292491,0.291304,0.290582,0.289988,0.289435,0.289195,0.288840,0.288623,0.288344,0.288184,0.288023,0.287853,0.287747,0.287651,0.287601,0.287504,0.287451,0.287378,0.287253,0.287173,0.287210,0.287077,0.286964,0.286959,0.286964,0.286858,0.286859,0.286807
original,1e-05,16,accuracy,0.201381,0.244226,0.261385,0.266164,0.268246,0.270549,0.271567,0.272655,0.275536,0.275385,0.277896,0.274356,0.275790,0.275663,0.276218,0.274760,0.275848,0.275327,0.271266,0.268779,0.270468,0.270514,0.271382,0.271070,0.273522,0.274599,0.276207,0.279689,0.282293,0.283542,0.284503,0.288471,0.294384,0.295101,0.298468,0.301870,0.306139,0.308974,0.309518,0.313324,0.317652,0.321123,0.325242,0.327186,0.327116,0.331918,0.331478,0.337159,0.336153,0.337668
original,1e-05,16,val_loss,0.314129,0.411144,0.398843,0.362878,0.357589,0.358598,0.358766,0.360171,0.360051,0.357297,0.353201,0.348799,0.343320,0.337018,0.330243,0.323057,0.315631,0.308648,0.303087,0.299160,0.296553,0.294695,0.293431,0.292459,0.291737,0.291202,0.290740,0.290371,0.290087,0.289862,0.289665,0.289515,0.289371,0.289249,0.289147,0.289044,0.288952,0.288867,0.288805,0.288749,0.288699,0.288659,0.288603,0.288563,0.288554,0.288513,0.288467,0.288446,0.288417,0.288386
original,1e-05,16,val_accuracy,0.214576,0.225860,0.226878,0.239780,0.247225,0.258879,0.260775,0.259064,0.263596,0.268822,0.272383,0.272845,0.273307,0.273631,0.272614,0.271966,0.268174,0.270533,0.267804,0.269007,0.267203,0.269330,0.270302,0.268590,0.271689,0.273492,0.273862,0.278626,0.279458,0.282834,0.285609,0.289123,0.289632,0.291898,0.295597,0.299806,0.303505,0.306789,0.307714,0.310072,0.311783,0.313957,0.316130,0.317518,0.319737,0.323159,0.326350,0.328801,0.330420,0.331715
original,1e-06,16,loss,0.398264,0.396497,0.395346,0.393946,0.392936,0.391449,0.390260,0.389659,0.388384,0.388021,0.387316,0.386299,0.385672,0.384265,0.384321,0.382973,0.382609,0.381062,0.380614,0.379850,0.379107,0.378464,0.377692,0.376864,0.376340,0.375199,0.374587,0.374210,0.373231,0.372253,0.371706,0.371041,0.369900,0.369254,0.368671,0.367668,0.366771,0.366207,0.365668,0.364692,0.363654,0.363132,0.362031,0.361225,0.360587,0.359634,0.358774,0.358375,0.357197,0.356394
original,1e-06,16,accuracy,0.268570,0.269924,0.269774,0.272747,0.271035,0.274020,0.275883,0.275570,0.276218,0.277387,0.275524,0.278185,0.276288,0.277156,0.276982,0.275108,0.277086,0.275929,0.276230,0.276265,0.276994,0.276808,0.275709,0.276600,0.275825,0.275813,0.275374,0.276311,0.274691,0.276461,0.277387,0.275675,0.275189,0.276635,0.274865,0.275767,0.275489,0.276913,0.275987,0.275489,0.276843,0.275964,0.276635,0.275316,0.276114,0.276311,0.277213,0.275871,0.277989,0.278243
